0,1,2,3,4
type,pre,rec,f1,acc
health,0.8841698841698842,0.871716787209745,0.8778991757715163,0.871716787209745
covid,0.8378378378378378,0.8182861514919664,0.8279465840913489,0.8182861514919664
asthma,0.7871485943775101,0.8185269552012149,0.8025311743904708,0.8185269552012149
copd,0.9509559434746467,0.9454545454545454,0.9481972648155823,0.9454545454545454
avg,0.8650280649649698,0.8634961098393679,0.8641435497672296,0.8507429829389103
